Entry	Reviewed	Entry Name	Protein names	Gene Names	Organism	Length	Gene Names (ORF)
A0A7K7PUK2	unreviewed	A0A7K7PUK2_ACRAR	11-beta-hydroxysteroid dehydrogenase 1 (EC 1.1.1.146) (EC 1.1.1.201) (7-oxosteroid reductase) (Corticosteroid 11-beta-dehydrogenase isozyme 1)	Hsd11b1_2 ACRARU_R01977	Acrocephalus arundinaceus (Great reed-warbler)	221	ACRARU_R01977
A0A7K7PUQ8	unreviewed	A0A7K7PUQ8_ACRAR	FMR1 regulator	Fmr1 ACRARU_R07201	Acrocephalus arundinaceus (Great reed-warbler)	411	ACRARU_R07201
A0A7K7PVW0	unreviewed	A0A7K7PVW0_ACRAR	Hypocretin neuropeptide precursor (Hypocretin) (Orexin precursor) (Prepro-orexin) (Preprohypocretin)	Hcrt ACRARU_R10416	Acrocephalus arundinaceus (Great reed-warbler)	146	ACRARU_R10416
A0A7K7PW77	unreviewed	A0A7K7PW77_ACRAR	Aldo-keto reductase family 1 member B1 (EC 1.1.1.21) (EC 1.1.1.300) (Aldose reductase)	Akr1b10_2 ACRARU_R11853	Acrocephalus arundinaceus (Great reed-warbler)	314	ACRARU_R11853
A0A7K7PW82	unreviewed	A0A7K7PW82_ACRAR	Ileal sodium/bile acid cotransporter (Apical sodium-dependent bile acid transporter) (Ileal Na(+)/bile acid cotransporter) (Ileal sodium-dependent bile acid transporter) (Na(+)-dependent ileal bile acid transporter) (Solute carrier family 10 member 2)	Slc10a2 ACRARU_R07221	Acrocephalus arundinaceus (Great reed-warbler)	362	ACRARU_R07221
A0A7K7PWB2	unreviewed	A0A7K7PWB2_ACRAR	Aldo-keto reductase family 1 member B1 (EC 1.1.1.21) (EC 1.1.1.300) (Aldose reductase)	Akr1b10_1 ACRARU_R11852	Acrocephalus arundinaceus (Great reed-warbler)	316	ACRARU_R11852
A0A7K7PWF8	unreviewed	A0A7K7PWF8_ACRAR	Carotenoid-cleaving dioxygenase, mitochondrial (EC 1.13.11.71)	Bco2 ACRARU_R05433	Acrocephalus arundinaceus (Great reed-warbler)	321	ACRARU_R05433
A0A7K7PWH3	unreviewed	A0A7K7PWH3_ACRAR	1-acyl-sn-glycerol-3-phosphate acyltransferase (EC 2.3.1.51)	Agpat2 ACRARU_R02518	Acrocephalus arundinaceus (Great reed-warbler)	266	ACRARU_R02518
A0A7K7PY27	unreviewed	A0A7K7PY27_ACRAR	Flavin-containing monooxygenase 5 (EC 1.14.13.8) (EC 1.6.3.1) (Dimethylaniline monooxygenase [N-oxide-forming] 5) (Dimethylaniline oxidase 5) (NADPH oxidase)	Fmo5_0 ACRARU_R00916	Acrocephalus arundinaceus (Great reed-warbler)	286	ACRARU_R00916
A0A7K7PY30	unreviewed	A0A7K7PY30_ACRAR	Flavin-containing monooxygenase 5 (EC 1.14.13.8) (EC 1.6.3.1) (Dimethylaniline monooxygenase [N-oxide-forming] 5) (Dimethylaniline oxidase 5) (NADPH oxidase)	Fmo5_1 ACRARU_R00917	Acrocephalus arundinaceus (Great reed-warbler)	308	ACRARU_R00917
A0A7K7Q1M8	unreviewed	A0A7K7Q1M8_ACRAR	Aurora kinase (EC 2.7.11.1)	Aurka ACRARU_R14306	Acrocephalus arundinaceus (Great reed-warbler)	398	ACRARU_R14306
A0A7K7Q1Z2	unreviewed	A0A7K7Q1Z2_ACRAR	Aldo-keto reductase family 1 member B1 (EC 1.1.1.21) (EC 1.1.1.300) (Aldose reductase)	Akr1b10_3 ACRARU_R09402	Acrocephalus arundinaceus (Great reed-warbler)	143	ACRARU_R09402
A0A7K7Q4P7	unreviewed	A0A7K7Q4P7_ACRAR	Phosphatidylserine synthase (EC 2.7.8.29) (Serine-exchange enzyme)	Ptdss1_1 ACRARU_R02991	Acrocephalus arundinaceus (Great reed-warbler)	387	ACRARU_R02991
A0A7K7P074	unreviewed	A0A7K7P074_ACRAR	1-acyl-sn-glycerol-3-phosphate acyltransferase delta (EC 2.3.1.51) (1-acylglycerol-3-phosphate O-acyltransferase 4) (Lysophosphatidic acid acyltransferase delta)	Agpat4 ACRARU_R05062	Acrocephalus arundinaceus (Great reed-warbler)	376	ACRARU_R05062
A0A7K7P0A3	unreviewed	A0A7K7P0A3_ACRAR	DNA nucleotidylexotransferase (EC 2.7.7.31) (Terminal addition enzyme) (Terminal deoxynucleotidyltransferase)	Dntt ACRARU_R10276	Acrocephalus arundinaceus (Great reed-warbler)	505	ACRARU_R10276
A0A7K7P0C7	unreviewed	A0A7K7P0C7_ACRAR	Na(+)/H(+) exchange regulatory cofactor NHE-RF1 (Ezrin-radixin-moesin-binding phosphoprotein 50) (Regulatory cofactor of Na(+)/H(+) exchanger) (Sodium-hydrogen exchanger regulatory factor 1) (Solute carrier family 9 isoform A3 regulatory factor 1)	Slc9a3r1 ACRARU_R13002	Acrocephalus arundinaceus (Great reed-warbler)	332	ACRARU_R13002
A0A7K7P0E0	unreviewed	A0A7K7P0E0_ACRAR	Dihydrolipoyl dehydrogenase (EC 1.8.1.4)	Dld ACRARU_R03194	Acrocephalus arundinaceus (Great reed-warbler)	508	ACRARU_R03194
A0A7K7P0F8	unreviewed	A0A7K7P0F8_ACRAR	Voltage-dependent T-type calcium channel subunit alpha	Cacna1g ACRARU_R12990	Acrocephalus arundinaceus (Great reed-warbler)	2357	ACRARU_R12990
A0A7K7P0I3	unreviewed	A0A7K7P0I3_ACRAR	phosphatidylinositol-4,5-bisphosphate 3-kinase (EC 2.7.1.153)	Pik3cg ACRARU_R03200	Acrocephalus arundinaceus (Great reed-warbler)	1106	ACRARU_R03200
A0A7K7P0J3	unreviewed	A0A7K7P0J3_ACRAR	Nucleoside diphosphate kinase (EC 2.7.4.6)	Ndk_0 ACRARU_R12961	Acrocephalus arundinaceus (Great reed-warbler)	153	ACRARU_R12961
A0A7K7P0P0	unreviewed	A0A7K7P0P0_ACRAR	Neutral cholesterol ester hydrolase 1 (EC 3.1.1.71) (Acetylalkylglycerol acetylhydrolase) (Arylacetamide deacetylase-like 1)	Nceh1_1 ACRARU_R03107	Acrocephalus arundinaceus (Great reed-warbler)	362	ACRARU_R03107
A0A7K7P0S9	unreviewed	A0A7K7P0S9_ACRAR	non-specific serine/threonine protein kinase (EC 2.7.11.1)	Lrrk2 ACRARU_R08850	Acrocephalus arundinaceus (Great reed-warbler)	2509	ACRARU_R08850
A0A7K7P0V1	unreviewed	A0A7K7P0V1_ACRAR	Glutamate receptor	Grin2c ACRARU_R12972	Acrocephalus arundinaceus (Great reed-warbler)	1063	ACRARU_R12972
A0A7K7P0V8	unreviewed	A0A7K7P0V8_ACRAR	Claudin	Cldn11 ACRARU_R10651	Acrocephalus arundinaceus (Great reed-warbler)	207	ACRARU_R10651
A0A7K7P0W4	unreviewed	A0A7K7P0W4_ACRAR	ADP-ribosyl cyclase/cyclic ADP-ribose hydrolase 1 (EC 2.4.99.20) (EC 3.2.2.6) (2'-phospho-ADP-ribosyl cyclase) (2'-phospho-ADP-ribosyl cyclase/2'-phospho-cyclic-ADP-ribose transferase) (2'-phospho-cyclic-ADP-ribose transferase) (ADP-ribosyl cyclase 1) (Cyclic ADP-ribose hydrolase 1)	Cd38 ACRARU_R03281	Acrocephalus arundinaceus (Great reed-warbler)	305	ACRARU_R03281
A0A7K7P0X5	unreviewed	A0A7K7P0X5_ACRAR	Neutral cholesterol ester hydrolase 1 (EC 3.1.1.71) (Acetylalkylglycerol acetylhydrolase) (Arylacetamide deacetylase-like 1)	Nceh1_0 ACRARU_R03106	Acrocephalus arundinaceus (Great reed-warbler)	408	ACRARU_R03106
A0A7K7P0Y3	unreviewed	A0A7K7P0Y3_ACRAR	DNA 3'-5' helicase (EC 5.6.2.4)	Recql5 ACRARU_R12977	Acrocephalus arundinaceus (Great reed-warbler)	1003	ACRARU_R12977
A0A7K7P0Y4	unreviewed	A0A7K7P0Y4_ACRAR	Stress-activated protein kinase JNK (EC 2.7.11.24)	Mapk9 ACRARU_R08727	Acrocephalus arundinaceus (Great reed-warbler)	424	ACRARU_R08727
A0A7K7P0Y5	unreviewed	A0A7K7P0Y5_ACRAR	dual-specificity kinase (EC 2.7.12.1)	Dyrk4 ACRARU_R08797	Acrocephalus arundinaceus (Great reed-warbler)	368	ACRARU_R08797
A0A7K7P109	unreviewed	A0A7K7P109_ACRAR	Epoxide hydrolase 1 (EC 3.3.2.9) (Epoxide hydratase) (Microsomal epoxide hydrolase)	Ephx1_0 ACRARU_R05060	Acrocephalus arundinaceus (Great reed-warbler)	476	ACRARU_R05060
A0A7K7P126	unreviewed	A0A7K7P126_ACRAR	Serine/threonine-protein kinase PLK (EC 2.7.11.21) (Polo-like kinase)	Plk2 ACRARU_R03234	Acrocephalus arundinaceus (Great reed-warbler)	664	ACRARU_R03234
A0A7K7P152	unreviewed	A0A7K7P152_ACRAR	Synaptotagmin	Syt1_0 ACRARU_R07786	Acrocephalus arundinaceus (Great reed-warbler)	425	ACRARU_R07786
A0A7K7P155	unreviewed	A0A7K7P155_ACRAR	Xylosyltransferase 2 (EC 2.4.2.26) (Xylosyltransferase II)	Xylt2 ACRARU_R12984	Acrocephalus arundinaceus (Great reed-warbler)	858	ACRARU_R12984
A0A7K7P157	unreviewed	A0A7K7P157_ACRAR	Mothers against decapentaplegic homolog (MAD homolog) (Mothers against DPP homolog) (SMAD family member)	Smad5 ACRARU_R06032	Acrocephalus arundinaceus (Great reed-warbler)	468	ACRARU_R06032
A0A7K7P171	unreviewed	A0A7K7P171_ACRAR	receptor protein-tyrosine kinase (EC 2.7.10.1) (Tyrosine-protein kinase Kit)	Kit_1 ACRARU_R00156	Acrocephalus arundinaceus (Great reed-warbler)	678	ACRARU_R00156
A0A7K7P193	unreviewed	A0A7K7P193_ACRAR	Caveolin	Cav2 ACRARU_R03315	Acrocephalus arundinaceus (Great reed-warbler)	163	ACRARU_R03315
A0A7K7P1C5	unreviewed	A0A7K7P1C5_ACRAR	Phosphoinositide phospholipase C (EC 3.1.4.11)	Plcb4 ACRARU_R00578	Acrocephalus arundinaceus (Great reed-warbler)	1194	ACRARU_R00578
A0A7K7P1G8	unreviewed	A0A7K7P1G8_ACRAR	Polyprenal reductase (EC 1.3.1.22) (EC 1.3.1.94)	Srd5a3 ACRARU_R00157	Acrocephalus arundinaceus (Great reed-warbler)	243	ACRARU_R00157
A0A7K7P1I6	unreviewed	A0A7K7P1I6_ACRAR	Mitochondrial 2-oxodicarboxylate carrier (Solute carrier family 25 member 21)	Slc25a21 ACRARU_R07496	Acrocephalus arundinaceus (Great reed-warbler)	223	ACRARU_R07496
A0A7K7P1J3	unreviewed	A0A7K7P1J3_ACRAR	Inhibitor of growth protein	Ing3 ACRARU_R05039	Acrocephalus arundinaceus (Great reed-warbler)	384	ACRARU_R05039
A0A7K7P1J4	unreviewed	A0A7K7P1J4_ACRAR	non-specific serine/threonine protein kinase (EC 2.7.11.1)	Trpm7 ACRARU_R08744	Acrocephalus arundinaceus (Great reed-warbler)	1889	ACRARU_R08744
A0A7K7P1J9	unreviewed	A0A7K7P1J9_ACRAR	Amidophosphoribosyltransferase (EC 2.4.2.14) (Glutamine phosphoribosylpyrophosphate amidotransferase)	Ppat ACRARU_R08826	Acrocephalus arundinaceus (Great reed-warbler)	508	ACRARU_R08826
A0A7K7P1L0	unreviewed	A0A7K7P1L0_ACRAR	Monocarboxylate transporter 2 (Solute carrier family 16 member 7)	Slc16a7_0 ACRARU_R07757	Acrocephalus arundinaceus (Great reed-warbler)	480	ACRARU_R07757
A0A7K7P1L6	unreviewed	A0A7K7P1L6_ACRAR	PPM1B phosphatase	Ppm1b ACRARU_R03041	Acrocephalus arundinaceus (Great reed-warbler)	425	ACRARU_R03041
A0A7K7P1M9	unreviewed	A0A7K7P1M9_ACRAR	NRP1 protein	Nrp1 ACRARU_R04711	Acrocephalus arundinaceus (Great reed-warbler)	921	ACRARU_R04711
A0A7K7P1N6	unreviewed	A0A7K7P1N6_ACRAR	Fibroblast growth factor (FGF)	Fgf7 ACRARU_R08748	Acrocephalus arundinaceus (Great reed-warbler)	194	ACRARU_R08748
A0A7K7P1N7	unreviewed	A0A7K7P1N7_ACRAR	Acyl-protein thioesterase 1 (EC 3.1.2.22) (Lysophospholipase 1) (Lysophospholipase I) (Palmitoyl-protein hydrolase)	Lypla1 ACRARU_R03147	Acrocephalus arundinaceus (Great reed-warbler)	230	ACRARU_R03147
A0A7K7P1P1	unreviewed	A0A7K7P1P1_ACRAR	aldehyde oxidase (EC 1.2.3.1)	Aox1 ACRARU_R13106	Acrocephalus arundinaceus (Great reed-warbler)	1283	ACRARU_R13106
A0A7K7P1Q0	unreviewed	A0A7K7P1Q0_ACRAR	Multidrug resistance-associated protein 1 (EC 7.6.2.2) (EC 7.6.2.3) (ATP-binding cassette sub-family C member 1) (Glutathione-S-conjugate-translocating ATPase ABCC1) (Leukotriene C(4) transporter)	Abcc1_0 ACRARU_R00381	Acrocephalus arundinaceus (Great reed-warbler)	1509	ACRARU_R00381
A0A7K7P1Q4	unreviewed	A0A7K7P1Q4_ACRAR	60 kDa heat shock protein, mitochondrial (EC 5.6.1.7) (60 kDa chaperonin) (Chaperonin 60) (Heat shock protein 60)	Hspd1 ACRARU_R01769	Acrocephalus arundinaceus (Great reed-warbler)	573	ACRARU_R01769
A0A7K7P1Q7	unreviewed	A0A7K7P1Q7_ACRAR	Very-long-chain (3R)-3-hydroxyacyl-CoA dehydratase (EC 4.2.1.134)	Hacd2 ACRARU_R07424	Acrocephalus arundinaceus (Great reed-warbler)	206	ACRARU_R07424
A0A7K7P1R3	unreviewed	A0A7K7P1R3_ACRAR	Phosphoinositide phospholipase C (EC 3.1.4.11)	Plcb1 ACRARU_R00579	Acrocephalus arundinaceus (Great reed-warbler)	1065	ACRARU_R00579
A0A7K7P1U7	unreviewed	A0A7K7P1U7_ACRAR	Caveolin	Cav1 ACRARU_R03314	Acrocephalus arundinaceus (Great reed-warbler)	178	ACRARU_R03314
A0A7K7P1X8	unreviewed	A0A7K7P1X8_ACRAR	Vascular endothelial growth factor receptor 2 (EC 2.7.10.1)	Kdr ACRARU_R08827	Acrocephalus arundinaceus (Great reed-warbler)	1326	ACRARU_R08827
A0A7K7P1Y5	unreviewed	A0A7K7P1Y5_ACRAR	Isoaspartyl peptidase/L-asparaginase (EC 3.4.19.5) (EC 3.5.1.1) (Asparaginase-like protein 1) (Beta-aspartyl-peptidase) (Isoaspartyl dipeptidase) (L-asparagine amidohydrolase)	Asrgl1 ACRARU_R12072	Acrocephalus arundinaceus (Great reed-warbler)	319	ACRARU_R12072
A0A7K7P205	unreviewed	A0A7K7P205_ACRAR	E3 ubiquitin-protein ligase Midline-1 (EC 2.3.2.27) (RING finger protein Midline-1) (RING-type E3 ubiquitin transferase Midline-1) (Tripartite motif-containing protein 18)	Mid1 ACRARU_R12318	Acrocephalus arundinaceus (Great reed-warbler)	667	ACRARU_R12318
A0A7K7P210	unreviewed	A0A7K7P210_ACRAR	Serine/threonine-protein kinase PRP4 homolog (EC 2.7.11.1) (PRP4 pre-mRNA-processing factor 4 homolog)	Prpf4b ACRARU_R00643	Acrocephalus arundinaceus (Great reed-warbler)	992	ACRARU_R00643
A0A7K7P234	unreviewed	A0A7K7P234_ACRAR	Xylosyltransferase 1 (EC 2.4.2.26) (Peptide O-xylosyltransferase 1) (Xylosyltransferase I)	Xylt1 ACRARU_R00384	Acrocephalus arundinaceus (Great reed-warbler)	830	ACRARU_R00384
A0A7K7P267	unreviewed	A0A7K7P267_ACRAR	non-specific protein-tyrosine kinase (EC 2.7.10.2)	Wee2 ACRARU_R00454	Acrocephalus arundinaceus (Great reed-warbler)	541	ACRARU_R00454
A0A7K7P276	unreviewed	A0A7K7P276_ACRAR	Muscarinic acetylcholine receptor	Chrm2 ACRARU_R09111	Acrocephalus arundinaceus (Great reed-warbler)	465	ACRARU_R09111
A0A7K7P278	unreviewed	A0A7K7P278_ACRAR	Poly [ADP-ribose] polymerase (PARP) (EC 2.4.2.-)	Parp1_1 ACRARU_R15298	Acrocephalus arundinaceus (Great reed-warbler)	726	ACRARU_R15298
A0A7K7P288	unreviewed	A0A7K7P288_ACRAR	Diacylglycerol kinase (DAG kinase) (EC 2.7.1.107)	Dgki ACRARU_R00460	Acrocephalus arundinaceus (Great reed-warbler)	920	ACRARU_R00460
A0A7K7P289	unreviewed	A0A7K7P289_ACRAR	Serine/threonine-protein kinase RIO1 (EC 2.7.11.1)	Riok1 ACRARU_R00646	Acrocephalus arundinaceus (Great reed-warbler)	570	ACRARU_R00646
A0A7K7P2B0	unreviewed	A0A7K7P2B0_ACRAR	ubiquitinyl hydrolase 1 (EC 3.4.19.12)	Otud7a ACRARU_R04846	Acrocephalus arundinaceus (Great reed-warbler)	934	ACRARU_R04846
A0A7K7P2C7	unreviewed	A0A7K7P2C7_ACRAR	GrpE protein homolog	Grpel1 ACRARU_R08762	Acrocephalus arundinaceus (Great reed-warbler)	222	ACRARU_R08762
A0A7K7P2E1	unreviewed	A0A7K7P2E1_ACRAR	Adenylosuccinate synthetase (EC 6.3.4.4)	Adss ACRARU_R07795	Acrocephalus arundinaceus (Great reed-warbler)	449	ACRARU_R07795
A0A7K7P2E3	unreviewed	A0A7K7P2E3_ACRAR	Annexin	Anxa2_1 ACRARU_R04851	Acrocephalus arundinaceus (Great reed-warbler)	79	ACRARU_R04851
A0A7K7P2G3	unreviewed	A0A7K7P2G3_ACRAR	non-specific serine/threonine protein kinase (EC 2.7.11.1)	Braf ACRARU_R09114	Acrocephalus arundinaceus (Great reed-warbler)	761	ACRARU_R09114
A0A7K7P2L9	unreviewed	A0A7K7P2L9_ACRAR	Annexin	Anxa2_0 ACRARU_R04850	Acrocephalus arundinaceus (Great reed-warbler)	83	ACRARU_R04850
A0A7K7P2M7	unreviewed	A0A7K7P2M7_ACRAR	Carboxypeptidase E (EC 3.4.17.10) (Carboxypeptidase H) (Enkephalin convertase) (Prohormone-processing carboxypeptidase)	Cpe ACRARU_R07641	Acrocephalus arundinaceus (Great reed-warbler)	410	ACRARU_R07641
A0A7K7P2N5	unreviewed	A0A7K7P2N5_ACRAR	non-specific serine/threonine protein kinase (EC 2.7.11.1)	Cdc42bpa ACRARU_R00263	Acrocephalus arundinaceus (Great reed-warbler)	1731	ACRARU_R00263
A0A7K7P2P9	unreviewed	A0A7K7P2P9_ACRAR	[histone H3]-trimethyl-L-lysine(9) demethylase (EC 1.14.11.66)	Kdm4a ACRARU_R11751	Acrocephalus arundinaceus (Great reed-warbler)	1059	ACRARU_R11751
A0A7K7P2Q7	unreviewed	A0A7K7P2Q7_ACRAR	Phosphatidylinositol 5-phosphate 4-kinase type-2 alpha (EC 2.7.1.149) (1-phosphatidylinositol 5-phosphate 4-kinase 2-alpha) (Diphosphoinositide kinase 2-alpha) (Phosphatidylinositol 5-phosphate 4-kinase type II alpha) (PtdIns(5)P-4-kinase isoform 2-alpha)	Pip4k2a ACRARU_R06736	Acrocephalus arundinaceus (Great reed-warbler)	358	ACRARU_R06736
A0A7K7P2Q8	unreviewed	A0A7K7P2Q8_ACRAR	Myosin-11 (Myosin heavy chain 11)	Myh11 ACRARU_R03173	Acrocephalus arundinaceus (Great reed-warbler)	1981	ACRARU_R03173
A0A7K7P2R9	unreviewed	A0A7K7P2R9_ACRAR	Prothrombin (EC 3.4.21.5) (Coagulation factor II)	F2 ACRARU_R01732	Acrocephalus arundinaceus (Great reed-warbler)	608	ACRARU_R01732
A0A7K7P2T9	unreviewed	A0A7K7P2T9_ACRAR	5-hydroxytryptamine receptor 2B (Serotonin receptor 2B)	Htr2b ACRARU_R03332	Acrocephalus arundinaceus (Great reed-warbler)	430	ACRARU_R03332
A0A7K7P2U3	unreviewed	A0A7K7P2U3_ACRAR	1-phosphatidylinositol-3-phosphate 5-kinase (EC 2.7.1.150)	Pikfyve ACRARU_R03390	Acrocephalus arundinaceus (Great reed-warbler)	2097	ACRARU_R03390
A0A7K7P2U8	unreviewed	A0A7K7P2U8_ACRAR	Muscarinic acetylcholine receptor	Chrm4 ACRARU_R04655	Acrocephalus arundinaceus (Great reed-warbler)	490	ACRARU_R04655
A0A7K7P2V4	unreviewed	A0A7K7P2V4_ACRAR	RBR-type E3 ubiquitin transferase (EC 2.3.2.31)	Arih2 ACRARU_R01845	Acrocephalus arundinaceus (Great reed-warbler)	492	ACRARU_R01845
A0A7K7P2V7	unreviewed	A0A7K7P2V7_ACRAR	Inhibitor of growth protein	Ing2 ACRARU_R13248	Acrocephalus arundinaceus (Great reed-warbler)	232	ACRARU_R13248
A0A7K7P2Z5	unreviewed	A0A7K7P2Z5_ACRAR	Tripartite motif-containing protein 2 (EC 2.3.2.27) (E3 ubiquitin-protein ligase TRIM2) (RING-type E3 ubiquitin transferase TRIM2)	Trim2 ACRARU_R01837	Acrocephalus arundinaceus (Great reed-warbler)	755	ACRARU_R01837
A0A7K7P2Z9	unreviewed	A0A7K7P2Z9_ACRAR	DNA-directed primase/polymerase protein (EC 2.7.7.102) (EC 2.7.7.7)	Primpol ACRARU_R13256	Acrocephalus arundinaceus (Great reed-warbler)	558	ACRARU_R13256
A0A7K7P318	unreviewed	A0A7K7P318_ACRAR	Galactosylgalactosylxylosylprotein 3-beta-glucuronosyltransferase (EC 2.4.1.135)	B3gat2 ACRARU_R12070	Acrocephalus arundinaceus (Great reed-warbler)	254	ACRARU_R12070
A0A7K7P327	unreviewed	A0A7K7P327_ACRAR	Elongation of very long chain fatty acids protein (EC 2.3.1.199) (Very-long-chain 3-oxoacyl-CoA synthase)	Elovl1 ACRARU_R09182	Acrocephalus arundinaceus (Great reed-warbler)	290	ACRARU_R09182
A0A7K7P365	unreviewed	A0A7K7P365_ACRAR	Lactosylceramide alpha-2,3-sialyltransferase (EC 2.4.3.9) (CMP-NeuAc:lactosylceramide alpha-2,3-sialyltransferase) (Ganglioside GM3 synthase) (ST3Gal V) (Sialyltransferase 9)	St3gal5 ACRARU_R07512	Acrocephalus arundinaceus (Great reed-warbler)	115	ACRARU_R07512
A0A7K7P366	unreviewed	A0A7K7P366_ACRAR	Eyes absent homolog (EC 3.1.3.48)	Eya1 ACRARU_R06365	Acrocephalus arundinaceus (Great reed-warbler)	601	ACRARU_R06365
A0A7K7P373	unreviewed	A0A7K7P373_ACRAR	Hyaluronidase (EC 3.2.1.35)	Hyal1 ACRARU_R10125	Acrocephalus arundinaceus (Great reed-warbler)	439	ACRARU_R10125
A0A7K7P3B5	unreviewed	A0A7K7P3B5_ACRAR	Rap guanine nucleotide exchange factor 2 (Cyclic nucleotide ras GEF) (Neural RAP guanine nucleotide exchange protein) (PDZ domain-containing guanine nucleotide exchange factor 1) (RA-GEF-1) (Ras/Rap1-associating GEF-1)	Rapgef2 ACRARU_R04672	Acrocephalus arundinaceus (Great reed-warbler)	1574	ACRARU_R04672
A0A7K7P3D8	unreviewed	A0A7K7P3D8_ACRAR	Hyaluronidase (EC 3.2.1.35)	Hyal2 ACRARU_R10130	Acrocephalus arundinaceus (Great reed-warbler)	471	ACRARU_R10130
A0A7K7P3E3	unreviewed	A0A7K7P3E3_ACRAR	SULF1 sulfatase	Sulf1 ACRARU_R03952	Acrocephalus arundinaceus (Great reed-warbler)	850	ACRARU_R03952
A0A7K7P3H3	unreviewed	A0A7K7P3H3_ACRAR	Glutamate receptor	Gria2 ACRARU_R04673	Acrocephalus arundinaceus (Great reed-warbler)	806	ACRARU_R04673
A0A7K7P3H7	unreviewed	A0A7K7P3H7_ACRAR	Lactosylceramide 4-alpha-galactosyltransferase (EC 2.4.1.228) (Alpha-1,4-N-acetylglucosaminyltransferase) (Alpha-1,4-galactosyltransferase) (Globotriaosylceramide synthase) (UDP-galactose:beta-D-galactosyl-beta1-R 4-alpha-D-galactosyltransferase)	A4galt_1 ACRARU_R04527	Acrocephalus arundinaceus (Great reed-warbler)	352	ACRARU_R04527
A0A7K7P3H9	unreviewed	A0A7K7P3H9_ACRAR	RuvB-like helicase (EC 3.6.4.12)	Ruvbl1 ACRARU_R11576	Acrocephalus arundinaceus (Great reed-warbler)	456	ACRARU_R11576
A0A7K7P3I1	unreviewed	A0A7K7P3I1_ACRAR	Septin-7	Sept7 ACRARU_R02319	Acrocephalus arundinaceus (Great reed-warbler)	403	ACRARU_R02319
A0A7K7P3I7	unreviewed	A0A7K7P3I7_ACRAR	Plasma membrane ascorbate-dependent reductase CYBRD1 (EC 7.2.1.3) (Cytochrome b reductase 1)	Cybrd1 ACRARU_R11656	Acrocephalus arundinaceus (Great reed-warbler)	290	ACRARU_R11656
A0A7K7P3L2	unreviewed	A0A7K7P3L2_ACRAR	Phosphodiesterase (EC 3.1.4.-)	Pde4d ACRARU_R04954	Acrocephalus arundinaceus (Great reed-warbler)	671	ACRARU_R04954
A0A7K7P3L3	unreviewed	A0A7K7P3L3_ACRAR	MMP10 protein	Mmp10 ACRARU_R07385	Acrocephalus arundinaceus (Great reed-warbler)	503	ACRARU_R07385
A0A7K7P3L6	unreviewed	A0A7K7P3L6_ACRAR	Phosphatidylinositol 4-kinase type 2 (EC 2.7.1.67)	Pi4k2b ACRARU_R10583	Acrocephalus arundinaceus (Great reed-warbler)	393	ACRARU_R10583
A0A7K7P3M8	unreviewed	A0A7K7P3M8_ACRAR	Lactosylceramide 4-alpha-galactosyltransferase (EC 2.4.1.228) (Alpha-1,4-N-acetylglucosaminyltransferase) (Alpha-1,4-galactosyltransferase) (Globotriaosylceramide synthase) (UDP-galactose:beta-D-galactosyl-beta1-R 4-alpha-D-galactosyltransferase)	A4galt_0 ACRARU_R04526	Acrocephalus arundinaceus (Great reed-warbler)	352	ACRARU_R04526
A0A7K7P3P0	unreviewed	A0A7K7P3P0_ACRAR	Gamma-aminobutyric acid receptor-associated protein-like 1 (GABA(A) receptor-associated protein-like 1)	Gabarapl1 ACRARU_R00501	Acrocephalus arundinaceus (Great reed-warbler)	87	ACRARU_R00501
A0A7K7P3P7	unreviewed	A0A7K7P3P7_ACRAR	Diamine acetyltransferase 1 (EC 2.3.1.57) (Polyamine N-acetyltransferase 1) (Putrescine acetyltransferase) (Spermidine/spermine N(1)-acetyltransferase 1)	Sat1 ACRARU_R04744	Acrocephalus arundinaceus (Great reed-warbler)	172	ACRARU_R04744
A0A7K7P3T7	unreviewed	A0A7K7P3T7_ACRAR	Choline O-acetyltransferase (EC 2.3.1.6)	Chat ACRARU_R07842	Acrocephalus arundinaceus (Great reed-warbler)	635	ACRARU_R07842
A0A7K7P3T9	unreviewed	A0A7K7P3T9_ACRAR	O-phosphoseryl-tRNA(Sec) selenium transferase (EC 2.9.1.2) (Selenocysteine synthase) (Selenocysteinyl-tRNA(Sec) synthase) (Sep-tRNA:Sec-tRNA synthase)	Sepsecs ACRARU_R09576	Acrocephalus arundinaceus (Great reed-warbler)	449	ACRARU_R09576
A0A7K7P3U4	unreviewed	A0A7K7P3U4_ACRAR	Sodium-dependent phosphate transport protein 2B (Na(+)-dependent phosphate cotransporter 2B) (Sodium/phosphate cotransporter 2B) (Solute carrier family 34 member 2)	Slc34a2 ACRARU_R10582	Acrocephalus arundinaceus (Great reed-warbler)	675	ACRARU_R10582
A0A7K7P3W4	unreviewed	A0A7K7P3W4_ACRAR	PACN2 protein	Pacsin2 ACRARU_R04516	Acrocephalus arundinaceus (Great reed-warbler)	465	ACRARU_R04516
A0A7K7P3W8	unreviewed	A0A7K7P3W8_ACRAR	Tyrosine-protein kinase receptor (EC 2.7.10.1)	Ros1 ACRARU_R05110	Acrocephalus arundinaceus (Great reed-warbler)	2309	ACRARU_R05110
